Fuel_Type,Fuel_Price_per_Litre,Distance_km,Fuel_Consumption_L_per_100km
Diesel,97.10,275.3,6.91
Petrol,102.67,296.8,8.51
Diesel,90.34,182.0,6.22
Petrol,99.74,498.6,8.26
Diesel,90.06,253.9,6.19
Petrol,99.24,312.5,8.21
Diesel,93.20,193.1,6.51
Petrol,108.31,164.6,9.01
Diesel,93.29,225.0,6.45
Petrol,105.03,232.9,8.60
Diesel,100.67,149.6,7.03
Petrol,106.28,327.7,8.86
Diesel,94.59,162.9,6.50
Petrol,106.94,146.5,8.74
Diesel,102.84,484.1,7.44
Petrol,100.40,366.6,8.34
Diesel,95.10,361.2,6.67
Petrol,106.55,486.0,8.93
Diesel,103.23,351.0,7.42
Petrol,96.74,196.6,7.75
Diesel,94.73,251.6,6.68
Petrol,105.65,302.1,8.83
Diesel,92.54,207.9,6.44
Petrol,109.66,461.6,9.24
Diesel,99.59,278.6,7.01
Petrol,106.66,484.9,8.92
Diesel,99.38,468.0,7.20
Petrol,104.23,212.4,8.60
Diesel,101.80,103.3,7.12
Petrol,107.57,415.7,9.11
Diesel,94.45,209.9,6.63
Petrol,97.08,277.6,7.94
Diesel,94.18,191.2,6.52
Petrol,100.01,153.2,8.09
Diesel,90.32,255.4,6.25
Petrol,108.96,127.4,9.00
Diesel,92.48,173.7,6.38
Petrol,97.06,253.2,7.85
Diesel,97.47,399.9,6.88
Petrol,98.71,438.6,8.15
Diesel,99.99,242.1,7.09
Petrol,108.23,363.1,9.08
Diesel,96.42,343.3,6.73
Petrol,101.31,284.9,8.36
Diesel,100.44,253.5,7.19
Petrol,99.49,326.1,8.24
Diesel,103.02,467.0,7.59
Petrol,104.97,359.8,8.75
Diesel,93.87,196.8,6.57
Petrol,104.32,317.3,8.68
Diesel,98.95,142.1,6.91
Petrol,109.41,329.1,9.21
Diesel,102.82,159.6,7.35
Petrol,97.67,286.9,7.95
Diesel,97.22,419.2,6.98
Petrol,109.04,232.0,9.15
Diesel,97.48,213.7,6.79
Petrol,98.88,205.3,8.11
Diesel,97.80,129.1,6.86
Petrol,108.26,338.9,9.03
Diesel,100.33,445.5,7.17
Petrol,100.31,395.9,8.26
Diesel,94.94,415.1,6.78
Petrol,96.13,233.3,7.76
Diesel,92.26,424.3,6.48
Petrol,102.71,149.9,8.44
Diesel,102.36,238.0,7.38
Petrol,108.49,124.1,8.90
Diesel,97.14,273.4,6.91
Petrol,102.33,260.3,8.41
Diesel,91.01,116.1,6.19
Petrol,100.41,252.7,8.23
Diesel,95.54,183.1,6.56
Petrol,101.11,331.4,8.34
Diesel,92.64,309.9,6.53
Petrol,106.76,117.6,8.76
Diesel,96.70,131.3,6.80
Petrol,107.96,497.1,9.07
Diesel,97.05,438.1,6.99
Petrol,107.28,419.4,8.96
Diesel,97.21,460.1,6.95
Petrol,100.35,475.1,8.30
Diesel,102.10,438.6,7.39
Petrol,107.86,133.5,8.96
Diesel,101.11,307.3,7.28
Petrol,101.18,381.6,8.37
Diesel,94.31,396.4,6.64
Petrol,101.46,489.4,8.43
Diesel,97.73,187.0,6.77
Petrol,100.19,424.4,8.30
Diesel,101.20,335.8,7.24
Petrol,106.52,439.9,8.97
Diesel,92.17,451.0,6.51
Petrol,105.22,461.7,8.76
Diesel,90.33,352.8,6.35
Petrol,96.44,124.3,7.73
Diesel,96.80,153.7,6.68
Petrol,99.75,299.2,8.10
Diesel,102.84,150.2,7.38
Petrol,96.90,403.6,7.99
Diesel,93.43,325.9,6.45
Petrol,108.49,118.9,8.94
Diesel,97.10,116.7,6.78
Petrol,97.23,185.8,7.91
Diesel,103.28,359.9,7.53
Petrol,98.69,246.6,8.01
Diesel,94.59,308.2,6.57
Petrol,104.02,425.5,8.71
Diesel,95.54,312.7,6.65
Petrol,100.93,434.0,8.41
Diesel,100.52,136.3,7.01
Petrol,108.14,265.2,8.96
Diesel,92.27,152.3,6.34
Petrol,103.00,309.6,8.42
Diesel,101.28,259.1,7.30
Petrol,100.41,227.7,8.26
Diesel,93.09,390.0,6.59
Petrol,104.19,394.5,8.63
Diesel,97.89,368.9,7.02
Petrol,101.02,298.8,8.30
Diesel,95.64,162.1,6.59
Petrol,109.22,234.7,9.01
Diesel,99.91,132.7,6.97
Petrol,102.96,111.9,8.34
Diesel,100.59,431.2,7.35
Petrol,97.93,406.8,8.04
Diesel,100.60,132.3,7.03
Petrol,99.41,152.7,7.98
Diesel,103.52,166.4,7.35
Petrol,108.32,221.4,9.03
Diesel,98.24,421.4,7.06
Petrol,96.97,138.9,7.78
Diesel,101.37,444.8,7.26
Petrol,107.15,342.7,8.89
Diesel,98.56,389.2,7.08
Petrol,103.33,431.4,8.68
Diesel,93.38,270.3,6.57
Petrol,100.69,340.6,8.28
Diesel,94.24,163.8,6.43
Petrol,97.35,491.5,7.99
Diesel,100.77,431.0,7.33
Petrol,102.94,463.7,8.54
Diesel,98.43,375.0,7.07
Petrol,104.79,230.1,8.71
Diesel,94.97,484.3,6.77
Petrol,109.65,352.7,9.18
Diesel,95.81,276.8,6.70
Petrol,102.25,355.4,8.53
Diesel,101.70,201.2,7.17
Petrol,99.05,406.5,8.25
Diesel,94.84,386.2,6.77
Petrol,108.46,110.9,8.98
Diesel,96.43,146.3,6.76
Petrol,102.56,468.6,8.49
Diesel,92.48,345.6,6.39
Petrol,110.00,492.0,9.34
Diesel,103.19,231.3,7.39
Petrol,104.60,372.7,8.71
Diesel,101.67,229.1,7.18
Petrol,108.61,364.0,9.13
Diesel,90.34,253.7,6.28
Petrol,107.10,212.9,8.88
Diesel,90.31,285.9,6.30
Petrol,105.73,306.2,8.78
Diesel,98.33,478.5,7.08
Petrol,98.75,207.5,7.93
Diesel,100.88,434.3,7.25
Petrol,103.86,210.1,8.52
Diesel,95.74,392.4,6.70
Petrol,100.85,122.8,8.22
Diesel,98.27,323.5,6.97
Petrol,98.20,277.7,8.01
Diesel,93.08,253.9,6.43
Petrol,102.88,491.2,8.60
Diesel,99.90,199.0,7.11
Petrol,96.17,107.7,7.74
Diesel,90.22,354.8,6.17
Petrol,98.30,149.4,8.00
Diesel,95.37,285.2,6.62
Petrol,102.76,253.0,8.46
Diesel,98.06,370.1,6.97
Petrol,99.21,141.7,8.11
Diesel,90.84,275.1,6.26
Petrol,109.77,490.4,9.36
Diesel,99.70,214.4,7.11
Petrol,106.61,441.8,8.86
Diesel,98.75,259.4,7.03
Petrol,100.17,232.3,8.16
Diesel,99.11,270.4,7.02
Petrol,104.84,409.7,8.84
Diesel,95.99,394.9,6.72
Petrol,106.92,466.1,8.96
Diesel,91.50,291.0,6.27
Petrol,107.99,480.7,9.12
Diesel,93.27,112.9,6.42
Petrol,98.38,288.5,8.09
Diesel,103.53,350.3,7.51
Petrol,97.14,443.1,8.09
Diesel,101.76,211.0,7.21
Petrol,109.83,331.5,9.23
Diesel,97.30,271.5,6.89
Petrol,103.29,322.3,8.50
Diesel,102.35,465.1,7.42
Petrol,103.77,360.1,8.59
Diesel,102.38,407.6,7.40
Petrol,97.82,125.8,7.84
Diesel,100.63,292.3,7.26
Petrol,104.36,366.0,8.61
Diesel,95.22,238.6,6.72
Petrol,96.25,476.2,7.96
Diesel,103.41,147.8,7.43
Petrol,102.51,233.9,8.42
Diesel,102.85,385.2,7.44
Petrol,101.91,215.1,8.35
Diesel,96.54,264.5,6.87
Petrol,99.25,178.9,7.98
Diesel,97.52,383.9,6.90
Petrol,96.65,191.5,7.73
Diesel,100.13,469.6,7.29
Petrol,103.21,159.3,8.38
Diesel,95.03,445.6,6.84
Petrol,106.26,338.8,8.85
Diesel,96.69,267.7,6.79
Petrol,108.93,184.8,9.00
Diesel,101.50,234.8,7.17
Petrol,101.55,152.2,8.22
Diesel,92.42,156.3,6.28
Petrol,107.07,292.3,8.85
Diesel,95.95,464.8,6.92
Petrol,107.21,396.6,8.96
Diesel,100.63,261.2,7.18
Petrol,99.74,125.1,8.06
Diesel,98.21,393.7,7.07
Petrol,102.23,401.5,8.53
Diesel,99.17,345.4,7.08
Petrol,108.06,189.8,9.01
Diesel,102.67,231.0,7.39
Petrol,103.14,236.8,8.39
Diesel,90.84,327.4,6.27
Petrol,106.38,223.3,8.83
Diesel,98.96,371.0,7.11
Petrol,96.32,165.8,7.81
Diesel,101.02,321.7,7.20
Petrol,106.77,423.9,8.93
Diesel,96.15,391.3,6.81
Petrol,101.20,154.4,8.30
Diesel,100.26,325.4,7.20
Petrol,109.99,458.2,9.28
Diesel,98.64,199.8,6.86
Petrol,103.80,183.0,8.51
Diesel,90.57,437.9,6.32
Petrol,97.81,422.0,7.98
Diesel,91.40,352.6,6.35
Petrol,105.64,129.7,8.69
Diesel,98.65,154.5,6.92
Petrol,101.56,128.1,8.27
Diesel,98.69,375.4,7.04
Petrol,103.23,103.3,8.45
Diesel,103.97,356.3,7.58
Petrol,99.69,262.3,8.22
Diesel,100.48,191.9,7.08
Petrol,106.92,391.4,9.03
Diesel,103.58,224.2,7.49
Petrol,100.35,208.5,8.18
Diesel,95.85,117.9,6.63
Petrol,96.24,252.5,7.84
Diesel,102.55,188.0,7.24
Petrol,102.26,474.7,8.53
Diesel,90.86,309.8,6.35
Petrol,105.54,152.6,8.60
Diesel,94.12,434.6,6.61
Petrol,103.47,476.1,8.71
Diesel,94.53,435.2,6.68
Petrol,103.74,270.8,8.60
Diesel,99.67,224.0,7.04
Petrol,109.00,139.2,9.09
Diesel,93.58,492.1,6.60
Petrol,96.32,247.0,7.74
Diesel,100.30,220.4,7.07
Petrol,107.59,387.3,8.96
Diesel,91.80,215.7,6.26
Petrol,106.62,106.5,8.73
Diesel,93.90,453.8,6.58
Petrol,105.02,377.6,8.76
Diesel,94.92,237.4,6.67
Petrol,101.87,402.7,8.47
Diesel,91.43,153.3,6.23
Petrol,108.22,270.3,8.94
Diesel,102.67,208.6,7.32
Petrol,96.56,419.1,7.95
Diesel,97.72,298.4,6.85
Petrol,98.85,269.7,8.00
Diesel,98.13,472.7,7.02
Petrol,109.75,359.8,9.16
Diesel,102.03,344.4,7.30
Petrol,106.02,368.5,8.76
Diesel,95.50,226.6,6.67
Petrol,105.33,390.3,8.80
Diesel,100.89,202.2,7.22
Petrol,96.39,441.5,7.97
Diesel,103.52,195.5,7.32
Petrol,102.52,137.1,8.30
Diesel,95.93,159.2,6.74
Petrol,105.17,435.5,8.86
Diesel,94.66,147.8,6.54
Petrol,98.98,105.6,8.04
Diesel,102.11,175.6,7.27
Petrol,102.23,359.0,8.45
Diesel,91.33,454.2,6.46
Petrol,103.49,270.4,8.47
Diesel,93.84,321.2,6.49
Petrol,103.69,106.6,8.44
Diesel,91.77,257.4,6.34
Petrol,97.24,216.9,7.88
Diesel,91.47,394.9,6.39
Petrol,106.07,233.4,8.79
Diesel,91.42,325.8,6.30
Petrol,96.68,165.1,7.82
Diesel,92.02,308.5,6.41
Petrol,104.48,248.2,8.56
Diesel,95.99,455.5,6.89
Petrol,106.51,252.4,8.78
Diesel,100.45,413.5,7.17
Petrol,97.02,134.5,7.82
Diesel,94.15,410.6,6.72
Petrol,97.08,236.1,7.94
Diesel,90.05,250.2,6.18
Petrol,98.30,273.5,8.08
Diesel,102.98,190.2,7.32
Petrol,101.79,261.8,8.36
Diesel,101.48,308.5,7.18
Petrol,100.35,364.3,8.26
Diesel,101.22,241.5,7.18
Petrol,98.69,489.0,8.19
Diesel,97.04,111.3,6.74
Petrol,104.70,401.0,8.71
Diesel,100.75,127.1,7.04
Petrol,105.53,340.8,8.87
Diesel,99.18,205.5,6.99
Petrol,108.05,429.5,9.02
Diesel,102.54,233.3,7.30
Petrol,104.51,201.2,8.60
Diesel,98.36,494.2,7.02
Petrol,102.90,210.3,8.52
Diesel,97.76,424.6,6.98
Petrol,96.03,364.4,7.82
Diesel,95.36,222.3,6.65
Petrol,96.06,358.2,7.81
Diesel,94.40,155.5,6.60
Petrol,96.40,362.2,7.86
Diesel,103.28,476.2,7.54
Petrol,98.81,218.7,8.06
Diesel,92.39,458.2,6.57
Petrol,108.79,109.6,9.01
Diesel,93.78,209.9,6.55
Petrol,98.73,150.8,8.04
Diesel,98.29,361.4,7.02
Petrol,96.70,291.1,7.87
Diesel,99.56,456.6,7.22
Petrol,96.59,217.4,7.74
Diesel,99.04,327.6,7.03
Petrol,106.07,317.9,8.79
Diesel,96.39,241.3,6.76
Petrol,106.69,432.5,9.00
Diesel,98.82,287.7,6.97
Petrol,105.88,393.5,8.82
Diesel,97.63,147.8,6.73
Petrol,97.80,274.6,7.88
Diesel,101.12,459.5,7.32
Petrol,96.17,307.2,7.80
Diesel,103.32,151.4,7.37
Petrol,105.25,207.3,8.66
Diesel,96.12,320.6,6.82
Petrol,102.39,395.3,8.55
Diesel,93.86,431.3,6.70
Petrol,107.72,267.8,8.86
Diesel,93.31,490.8,6.56
Petrol,100.44,298.9,8.18
Diesel,91.44,306.6,6.27
Petrol,100.59,469.9,8.39
Diesel,102.22,277.8,7.38
Petrol,97.53,424.9,8.06
Diesel,92.29,487.7,6.47
Petrol,107.58,207.5,8.84
Diesel,98.97,135.4,6.91
Petrol,99.33,441.2,8.24
Diesel,92.51,482.8,6.54
Petrol,102.36,410.3,8.51
Diesel,93.46,353.6,6.58
Petrol,101.99,323.3,8.46
Diesel,94.51,143.6,6.55
Petrol,97.18,333.6,7.90
Diesel,103.14,166.6,7.25
Petrol,97.67,369.5,8.00
Diesel,101.30,263.7,7.27
Petrol,109.66,370.8,9.19
Diesel,101.10,445.9,7.35
Petrol,103.34,159.4,8.53
Diesel,92.33,267.3,6.43
Petrol,100.12,444.8,8.24
Diesel,91.00,394.2,6.33
Petrol,102.30,301.8,8.37
Diesel,97.78,322.5,6.94
Petrol,97.23,219.7,7.91
Diesel,98.29,124.1,6.83
Petrol,96.41,358.9,7.85
Diesel,101.66,208.8,7.31
Petrol,99.11,354.2,8.18
Diesel,91.23,419.2,6.47
Petrol,105.23,467.0,8.76
Diesel,98.75,357.8,7.01
Petrol,107.73,119.1,8.94
Diesel,90.55,243.0,6.29
Petrol,103.68,268.0,8.48
Diesel,102.66,382.0,7.44
Petrol,109.68,472.9,9.20
Diesel,99.58,155.1,7.05
Petrol,100.24,284.5,8.23
Diesel,93.09,439.8,6.50
Petrol,106.04,244.7,8.81
Diesel,92.79,458.6,6.58
Petrol,100.74,285.1,8.29
Diesel,95.35,401.7,6.67
Petrol,100.83,495.9,8.36
Diesel,96.46,213.9,6.81
Petrol,107.71,227.2,9.01
Diesel,91.79,144.4,6.34
Petrol,108.21,489.8,9.18
Diesel,95.52,228.9,6.61
Petrol,106.00,346.8,8.77
Diesel,101.73,228.8,7.34
Petrol,98.78,239.5,8.05
Diesel,96.74,326.2,6.80
Petrol,108.75,338.1,9.04
Diesel,91.06,235.8,6.20
Petrol,102.74,436.5,8.50
Diesel,100.33,253.7,7.14
Petrol,98.37,335.8,8.01
Diesel,101.77,231.0,7.33
Petrol,108.03,477.7,9.04
Diesel,96.60,366.9,6.79
Petrol,107.40,302.8,8.97
Diesel,94.11,205.2,6.60
Petrol,100.60,241.9,8.27
Diesel,99.64,186.9,7.03
Petrol,105.63,418.4,8.86
Diesel,98.84,465.2,7.12
Petrol,96.09,490.6,7.88
Diesel,99.34,367.4,7.15
Petrol,106.43,243.3,8.72
Diesel,98.42,349.0,7.03
Petrol,97.42,275.6,8.00
Diesel,90.57,204.6,6.26
Petrol,102.73,175.1,8.41
Diesel,93.37,263.8,6.41
Petrol,106.90,292.5,8.86
Diesel,100.29,160.9,7.08
Petrol,100.02,191.0,8.05
Diesel,99.23,285.9,7.08
Petrol,108.67,158.9,9.04
Diesel,103.09,319.5,7.50
Petrol,108.81,390.9,9.18
Diesel,91.84,334.6,6.44
Petrol,104.23,359.0,8.66
Diesel,101.24,160.5,7.20
Petrol,108.64,406.5,9.14
Diesel,92.84,455.2,6.50
Petrol,101.05,104.0,8.13
Diesel,96.86,225.7,6.77
Petrol,104.26,276.9,8.70
Diesel,93.32,154.3,6.35
Petrol,109.91,318.2,9.23
Diesel,99.43,230.3,7.07
Petrol,100.16,358.9,8.32
Diesel,98.31,158.8,6.89
Petrol,109.96,293.8,9.12
Diesel,94.28,402.7,6.69
Petrol,97.73,380.7,7.98
Diesel,99.12,329.8,7.07
Petrol,105.78,270.0,8.74
Diesel,94.72,316.6,6.58
Petrol,107.26,240.4,8.89
Diesel,95.88,423.6,6.84
Petrol,97.21,191.7,7.85
Diesel,102.38,462.3,7.40
Petrol,100.09,406.7,8.34
Diesel,99.82,297.1,7.17
Petrol,100.47,213.6,8.23
Diesel,93.86,145.3,6.45
Petrol,107.97,236.9,9.04
Diesel,91.40,489.9,6.52
Petrol,99.77,484.1,8.22
Diesel,100.51,415.8,7.30
Petrol,109.90,330.7,9.24
Diesel,96.58,187.8,6.75
Petrol,99.62,195.8,8.15
Diesel,90.26,243.7,6.25
Petrol,105.46,499.0,8.94
Diesel,98.17,107.2,6.80
Petrol,102.42,311.5,8.40
Diesel,91.09,326.1,6.31
Petrol,104.89,494.4,8.76
Diesel,97.56,346.0,7.01
Petrol,97.89,316.7,8.09
Diesel,90.94,383.4,6.41
Petrol,98.16,439.4,8.02
Diesel,92.21,106.9,6.36
Petrol,104.93,434.6,8.86
Diesel,92.28,269.9,6.48
Petrol,109.56,374.5,9.28
Diesel,101.87,216.8,7.21
Petrol,103.82,465.9,8.59
Diesel,92.93,434.1,6.50
Petrol,99.82,387.4,8.26
Diesel,101.91,453.3,7.45
Petrol,107.63,343.4,8.95
Diesel,90.23,271.6,6.14
Petrol,98.70,220.2,8.02
Diesel,95.10,276.1,6.70
Petrol,102.77,288.7,8.48
Diesel,93.88,328.5,6.65
Petrol,96.05,214.8,7.71
Diesel,100.03,303.5,7.19
Petrol,108.66,478.1,9.09
Diesel,101.64,454.0,7.34
Petrol,99.49,415.0,8.30
Diesel,92.32,233.1,6.43
Petrol,105.64,480.8,8.83
Diesel,100.82,362.1,7.33
Petrol,106.49,177.7,8.77
Diesel,93.96,390.2,6.60
Petrol,105.41,498.4,8.80
Diesel,99.74,438.8,7.20
Petrol,103.95,145.6,8.43
Diesel,96.93,144.8,6.75
Petrol,98.19,244.7,7.97
Diesel,92.98,145.9,6.41
Petrol,106.85,227.1,8.78
Diesel,100.43,335.5,7.21
Petrol,105.40,192.4,8.70
Diesel,93.62,486.8,6.61
Petrol,100.47,348.7,8.23
Diesel,99.10,163.7,7.03
Petrol,98.12,321.5,8.10
Diesel,95.00,339.2,6.64
Petrol,106.03,177.2,8.79
Diesel,100.82,346.5,7.20
Petrol,104.06,314.7,8.54
Diesel,101.51,303.1,7.25
Petrol,99.14,470.8,8.20
Diesel,97.39,109.5,6.79
Petrol,109.50,223.8,9.04
Diesel,100.99,170.3,7.14
Petrol,99.70,302.6,8.12
Diesel,97.37,124.5,6.79
Petrol,105.97,267.1,8.82
Diesel,102.88,111.5,7.26
Petrol,106.91,459.5,9.01
Diesel,94.74,372.9,6.67
Petrol,99.29,299.0,8.06
Diesel,101.36,270.1,7.19
Petrol,102.74,349.5,8.51
Diesel,94.54,257.3,6.56
Petrol,97.01,472.5,7.92
Diesel,94.90,303.5,6.59
Petrol,97.28,119.8,7.82
Diesel,97.26,143.9,6.71
Petrol,105.63,221.7,8.79
Diesel,90.16,399.5,6.21
Petrol,96.02,350.4,7.86
Diesel,100.03,320.0,7.18
Petrol,101.27,281.0,8.24
Diesel,103.59,117.9,7.34
Petrol,96.44,255.0,7.73
Diesel,96.04,439.3,6.77
Petrol,101.30,271.8,8.29
Diesel,97.07,198.9,6.82
Petrol,109.37,386.8,9.17
Diesel,90.34,149.5,6.07
Petrol,100.67,288.1,8.33
Diesel,95.67,229.3,6.73
Petrol,105.25,242.2,8.67
Diesel,94.74,489.4,6.67
Petrol,96.40,148.3,7.66
Diesel,90.53,294.9,6.29
Petrol,96.91,202.7,7.83
Diesel,101.21,353.2,7.24
Petrol,106.29,298.6,8.81
Diesel,103.93,404.6,7.62
Petrol,100.07,240.9,8.14
Diesel,103.44,354.7,7.49
Petrol,103.87,350.5,8.54
Diesel,93.60,408.2,6.60
Petrol,106.03,115.8,8.68
Diesel,94.67,290.5,6.56
Petrol,104.79,466.7,8.73
Diesel,99.31,483.5,7.24
Petrol,105.31,313.1,8.80
Diesel,97.78,367.8,7.02
Petrol,101.44,366.5,8.40
Diesel,97.67,119.3,6.83
Petrol,106.18,127.3,8.71
Diesel,96.02,290.2,6.82
Petrol,105.21,423.2,8.79
Diesel,103.49,133.8,7.37
Petrol,108.09,260.7,8.90
Diesel,93.53,246.7,6.56
Petrol,104.45,350.1,8.66
Diesel,96.47,218.1,6.68
Petrol,106.32,102.7,8.80
Diesel,93.33,447.5,6.53
Petrol,108.58,167.4,9.07
Diesel,101.68,342.5,7.29
Petrol,105.00,179.1,8.62
Diesel,95.16,102.9,6.50
Petrol,101.33,380.7,8.37
Diesel,93.41,376.9,6.52
Petrol,107.29,154.5,8.81
Diesel,100.49,477.9,7.27
Petrol,99.19,206.1,8.11
Diesel,95.32,377.2,6.73
Petrol,108.66,268.3,9.13
Diesel,95.35,125.8,6.67
Petrol,104.43,111.6,8.58
Diesel,98.58,343.9,6.96
Petrol,101.65,193.8,8.32
Diesel,93.40,132.5,6.43
Petrol,105.18,297.3,8.68
Diesel,99.65,272.5,7.12
Petrol,107.26,159.8,8.79
Diesel,97.96,342.6,6.94
Petrol,104.89,205.0,8.63
Diesel,103.62,286.0,7.47
Petrol,98.96,499.5,8.24
Diesel,97.45,356.8,6.96
Petrol,102.61,177.5,8.39
Diesel,91.83,238.3,6.37
Petrol,107.26,494.2,8.99
Diesel,92.52,389.7,6.43
Petrol,98.16,185.9,8.04
Diesel,92.90,331.1,6.56
Petrol,105.69,113.3,8.64
Diesel,96.36,491.1,6.88
Petrol,105.30,272.4,8.76
Diesel,90.44,112.4,6.05
Petrol,109.39,149.4,9.11
Diesel,99.12,186.9,6.93
Petrol,98.88,369.6,8.18
Diesel,97.19,405.6,6.95
Petrol,98.19,282.0,8.02
Diesel,94.27,427.3,6.63
Petrol,104.36,101.9,8.50
Diesel,100.11,435.9,7.24
Petrol,99.37,107.0,7.97
Diesel,92.51,286.4,6.50
Petrol,109.17,409.2,9.26
Diesel,91.42,189.4,6.28
Petrol,100.88,301.2,8.38
Diesel,100.53,100.3,7.13
Petrol,97.56,171.6,7.84
Diesel,101.22,219.1,7.20
Petrol,107.32,243.9,8.92
Diesel,97.27,273.8,6.77
Petrol,105.26,193.7,8.62
Diesel,93.40,264.0,6.44
Petrol,96.30,110.7,7.66
Diesel,102.44,329.1,7.46
Petrol,105.33,122.0,8.58
Diesel,103.13,482.5,7.50
Petrol,99.54,438.1,8.15
Diesel,97.24,344.2,6.93
Petrol,100.75,275.9,8.30
Diesel,99.70,248.2,7.00
Petrol,100.23,268.5,8.18
Diesel,103.00,276.1,7.48
Petrol,100.44,142.3,8.08
Diesel,101.17,392.2,7.38
Petrol,105.74,189.2,8.73
Diesel,93.89,154.0,6.43
Petrol,100.08,448.5,8.28
Diesel,94.16,206.7,6.55
Petrol,96.31,157.7,7.77
Diesel,98.72,461.3,7.19
Petrol,102.72,231.3,8.46
Diesel,91.42,334.5,6.29
Petrol,105.14,395.3,8.79
Diesel,93.39,348.3,6.61
Petrol,99.11,281.8,8.03
Diesel,90.42,428.5,6.30
Petrol,96.76,124.5,7.74
Diesel,96.68,260.8,6.80
Petrol,105.84,102.0,8.60
Diesel,100.49,462.4,7.23
Petrol,101.12,377.6,8.31
Diesel,91.72,227.2,6.30
Petrol,100.45,337.7,8.29
Diesel,96.37,350.1,6.80
Petrol,104.79,119.7,8.53
Diesel,97.75,130.1,6.87
Petrol,102.64,496.9,8.55
Diesel,93.31,327.4,6.58
Petrol,105.32,101.2,8.69
Diesel,92.20,259.7,6.39
Petrol,109.96,461.5,9.35
Diesel,94.47,450.5,6.78
Petrol,105.07,139.9,8.55
Diesel,99.98,385.0,7.13
Petrol,106.51,339.8,8.86
Diesel,102.71,439.6,7.44
Petrol,99.48,159.7,8.14
Diesel,94.79,209.8,6.67
Petrol,109.62,151.9,9.01
Diesel,95.04,282.7,6.62
Petrol,102.66,164.2,8.33
Diesel,90.78,283.3,6.30
Petrol,103.91,223.5,8.49
Diesel,94.54,462.2,6.80
Petrol,105.46,404.7,8.77
Diesel,91.34,294.1,6.41
Petrol,101.69,403.1,8.37
Diesel,98.03,463.3,7.00
Petrol,105.12,361.9,8.77
Diesel,102.85,238.4,7.40
Petrol,107.21,215.0,8.90
Diesel,101.51,194.8,7.21
Petrol,96.45,378.0,7.83
Diesel,100.00,237.3,7.10
Petrol,98.52,469.9,8.11
Diesel,103.36,366.6,7.48
Petrol,104.88,450.9,8.80
Diesel,92.19,481.6,6.55
Petrol,98.25,460.8,8.08
Diesel,103.23,261.7,7.46
Petrol,97.29,358.6,8.05
Diesel,95.97,309.2,6.78
Petrol,100.66,441.5,8.36
Diesel,100.19,125.4,7.09
Petrol,107.59,376.9,8.99
Diesel,98.59,257.5,7.06
Petrol,96.09,378.8,7.94
Diesel,91.63,213.6,6.29
Petrol,97.43,357.8,7.95
Diesel,103.21,364.4,7.44
Petrol,100.20,134.9,8.08
Diesel,94.73,348.8,6.70
Petrol,104.08,401.4,8.65
Diesel,98.75,348.7,7.10
Petrol,109.83,462.6,9.34
Diesel,101.96,231.5,7.23
Petrol,99.98,318.8,8.21
Diesel,93.77,475.4,6.69
Petrol,107.42,490.3,9.03
Diesel,96.92,229.6,6.87
Petrol,99.98,255.5,8.12
Diesel,92.66,271.2,6.52
Petrol,102.99,296.0,8.42
Diesel,100.05,114.6,7.05
Petrol,104.14,252.5,8.51
Diesel,92.46,151.3,6.32
Petrol,105.17,199.3,8.62
Diesel,91.01,363.7,6.26
Petrol,107.57,112.3,8.78
Diesel,98.17,309.0,6.99
Petrol,100.68,133.2,8.16
Diesel,97.33,236.3,6.79
Petrol,104.68,419.4,8.74
Diesel,101.72,241.8,7.31
Petrol,98.68,326.8,8.09
Diesel,102.15,375.0,7.38
Petrol,104.85,356.0,8.78
Diesel,103.79,435.8,7.49
Petrol,103.88,185.1,8.56
Diesel,91.10,245.2,6.25
Petrol,107.59,466.4,9.14
Diesel,95.94,253.4,6.80
Petrol,98.95,123.2,7.91
Diesel,101.80,322.2,7.28
Petrol,108.58,427.0,9.21
Diesel,96.68,452.2,6.84
Petrol,104.45,483.5,8.73
Diesel,98.28,480.7,7.15
Petrol,107.18,239.6,8.84
Diesel,94.96,484.3,6.70
Petrol,103.04,316.4,8.50
Diesel,91.14,103.8,6.18
Petrol,108.20,406.9,9.03
Diesel,97.80,363.0,6.99
Petrol,103.23,415.7,8.52
Diesel,97.25,134.5,6.69
Petrol,98.55,134.2,7.93
Diesel,98.92,290.2,7.01
Petrol,96.76,194.5,7.90
Diesel,91.19,350.1,6.26
Petrol,105.94,442.6,8.81
Diesel,102.78,235.8,7.26
Petrol,108.52,427.1,9.18
Diesel,96.37,342.4,6.75
Petrol,108.72,118.4,8.93
Diesel,99.99,129.9,6.97
Petrol,107.17,212.5,8.82
Diesel,93.10,168.8,6.48
Petrol,107.14,446.3,8.92
Diesel,90.44,110.8,6.18
Petrol,102.64,414.4,8.47
Diesel,92.09,438.9,6.53
Petrol,103.45,341.6,8.56
Diesel,90.98,349.3,6.28
Petrol,98.99,390.9,8.15
Diesel,93.07,391.5,6.53
Petrol,97.44,236.1,7.84
Diesel,101.22,214.8,7.16
Petrol,106.81,295.4,8.91
Diesel,93.11,146.8,6.39
Petrol,109.29,445.1,9.27
Diesel,90.49,492.1,6.42
Petrol,109.60,403.8,9.17
Diesel,97.00,172.6,6.77
Petrol,105.98,391.2,8.88
Diesel,103.91,103.1,7.36
Petrol,101.54,330.6,8.31
